记录ID,来源平台,数据源,来源目录,源文件,源文件行号,搜索岗位,标准岗位,搜索城市,标准城市,来源岗位ID,来源链接,采集时间,来源岗位指纹,内容指纹,岗位名称,公司名称,实际城市,区县,薪资原文,最低月薪,最高月薪,薪资中位数,年薪月数,学历要求,学历原文,经验要求,经验原文,最低经验年限,最高经验年限,经验要求类型,岗位类型,行业,公司规模,公司性质,发布日期,发布日期原文,经度,纬度,正文确认标准专业,专业类别,专业要求级别,岗位描述清洗文本,任职要求文本,岗位职责文本,确认技能候选,技能列表,技能数量,技能来源字段,技能类别,技能证据,技能提取范围,数据质量标记,去重键,完整度评分,保留记录ID,重复原因
1eeb0383c66ee7e7,智联招聘,zhaopin,大数据开发工程师,智联招聘\爬取数据\大数据开发工程师\大数据开发工程师_北京_20260629_085448_zhaopin_jobs.csv,6,大数据开发工程师,大数据开发工程师,北京,北京,40858850211,http://jobs.zhaopin.com/CCL1482187000J40858850211.htm,2026-06-29T08:59:34,076ebee3a2a98022,02c2cfb708b390b2,大数据开发工程师（双休+16薪）,湖北睿昕智科技有限公司,北京,朝阳,2-3.5万·16薪,20000,35000,27500,16,本科,本科,3-5年,3-5年,3,5,区间,全职,软件/IT服务,100-299人,,2026-06-26,2026-06-26 11:06:57,,,计算机类|统计学|数学,计算机类=>工学 || 统计学=>理学 || 数学=>理学,要求,工作职责 1. 负责大数据平台的架构设计与开发维护，保障数据链路的稳定性与高效性。 2. 基于Hadoop、Spark等分布式计算框架，开发高吞吐、低延迟的数据处理流程。 3. 参与业务数据建模与指标体系建设，支撑数据驱动的业务决策。 4. 优化数据存储与计算性能，解决海量数据处理中的技术瓶颈。 任职要求 1. 本科及以上学历，计算机、数学或统计学相关专业。 2. 3年以上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编程基础。 5. 具备良好的问题分析能力与团队协作精神，能独立承担复杂任务。 补充说明 1. 薪酬福利：16薪 2. 排班信息：双休 3. 职位亮点：双休+16薪的高竞争力薪酬结构,1. 本科及以上学历，计算机、数学或统计学相关专业。 2. 3年以上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编程基础。 5. 具备良好的问题分析能力与团队协作精神，能独立承担复杂任务。 补充说明 1. 薪酬福利：16薪 2. 排班信息：双休 3. 职位亮点：双休+16薪的高竞争力薪酬结构,1. 负责大数据平台的架构设计与开发维护，保障数据链路的稳定性与高效性。 2. 基于Hadoop、Spark等分布式计算框架，开发高吞吐、低延迟的数据处理流程。 3. 参与业务数据建模与指标体系建设，支撑数据驱动的业务决策。 4. 优化数据存储与计算性能，解决海量数据处理中的技术瓶颈。,Python|Spark|数据仓库|Java|Scala|Hadoop|Flink|ETL|数据建模,Python|Spark|数据仓库|Java|Scala|Hadoop|Flink|ETL|数据建模,9,确认技能候选,Python=>编程语言 || Spark=>大数据框架 || 数据仓库=>数据工程 || Java=>编程语言 || Scala=>编程语言 || Hadoop=>大数据框架 || Flink=>大数据框架 || ETL=>数据工程 || 数据建模=>数据工程,Python=>计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编程基础。 5. 具备良好的问题分析能力与团队协作精神，能独立承担复杂任务。 || Spark=>以上学历，计算机、数学或统计学相关专业。 2. 3年以上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验 || 数据仓库=>上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala || Java=>3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编程基础。 5. 具备良好的问题分析能力与团队协作 || Scala=>悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编程基础。 5. 具备良好的问题分析能力与团队协作精神，能独立 || Hadoop=>1. 本科及以上学历，计算机、数学或统计学相关专业。 2. 3年以上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与E || Flink=>算机、数学或统计学相关专业。 2. 3年以上大数据开发经验，精通Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌 || ETL=>p、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备扎实的编 || 数据建模=>Hadoop、Spark、Flink等主流大数据技术栈。 3. 熟悉数据仓库设计理念，具备维度建模与ETL开发经验。 4. 掌握至少一种编程语言（Java/Scala/Python），具备,requirement_text,,02c2cfb708b390b2,60,d6a9164ca199695c,去重键相同
3d784f2ec42e0aea,智联招聘,zhaopin,数据分析师,智联招聘\爬取数据\数据分析师\数据分析师_上海_20260629_085448_zhaopin_jobs.csv,24,数据分析师,数据分析师,上海,上海,40883021313,http://jobs.zhaopin.com/CC889005020J40883021313.htm,2026-06-29T08:55:10,0cd11c9148729213,0354f038cdcecc1f,数据分析师,湖南拓维云创科技有限责任公司,上海,浦东,8000-10000元,8000,10000,9000,12,本科,本科,1-3年,1-3年,1,3,区间,全职,新能源/燃油整车研发制造,1000-9999人,上市公司,2026-05-20,2026-05-20 10:51:56,,,计算机类|统计学|数学,计算机类=>工学 || 统计学=>理学 || 数学=>理学,相关专业优先,工作职责 1. 负责产业互联网平台核心业务的数据采集、清洗与建模，构建业务指标体系。 2. 深入理解业务场景，通过多维度数据分析挖掘潜在问题与增长机会，输出可落地的决策建议。 3. 设计并维护数据可视化报表与监控体系，实时跟踪业务动态并预警异常。 4. 与产品、运营团队深度协作，推动数据驱动的业务优化与流程迭代。 任职要求 1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. 拥有产业互联网或To B业务数据分析经验者优先。,1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. 拥有产业互联网或To B业务数据分析经验者优先。,1. 负责产业互联网平台核心业务的数据采集、清洗与建模，构建业务指标体系。 2. 深入理解业务场景，通过多维度数据分析挖掘潜在问题与增长机会，输出可落地的决策建议。 3. 设计并维护数据可视化报表与监控体系，实时跟踪业务动态并预警异常。 4. 与产品、运营团队深度协作，推动数据驱动的业务优化与流程迭代。,Python|SQL|Tableau|R,Python|SQL|Tableau|R,4,确认技能候选,Python=>编程语言 || SQL=>查询语言 || Tableau=>数据可视化 || R=>编程语言,Python=>学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的 || SQL=>1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备 || Tableau=>业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. || R=>关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流,requirement_text,,0354f038cdcecc1f,55,b7c631362be5fb38,去重键相同
b73a95a0f9394ff9,智联招聘,zhaopin,数据分析师,智联招聘\爬取数据\数据分析师\数据分析师_深圳_20260629_085448_zhaopin_jobs.csv,23,数据分析师,数据分析师,深圳,深圳,40883021413,http://jobs.zhaopin.com/CC889005020J40883021413.htm,2026-06-29T08:55:43,fbde9299140b3264,0354f038cdcecc1f,数据分析师,湖南拓维云创科技有限责任公司,深圳,龙岗,8000-10000元,8000,10000,9000,12,本科,本科,1-3年,1-3年,1,3,区间,全职,新能源/燃油整车研发制造,1000-9999人,上市公司,2026-05-20,2026-05-20 10:51:57,,,计算机类|统计学|数学,计算机类=>工学 || 统计学=>理学 || 数学=>理学,相关专业优先,工作职责 1. 负责产业互联网平台核心业务的数据采集、清洗与建模，构建业务指标体系。 2. 深入理解业务场景，通过多维度数据分析挖掘潜在问题与增长机会，输出可落地的决策建议。 3. 设计并维护数据可视化报表与监控体系，实时跟踪业务动态并预警异常。 4. 与产品、运营团队深度协作，推动数据驱动的业务优化与流程迭代。 任职要求 1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. 拥有产业互联网或To B业务数据分析经验者优先。,1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. 拥有产业互联网或To B业务数据分析经验者优先。,1. 负责产业互联网平台核心业务的数据采集、清洗与建模，构建业务指标体系。 2. 深入理解业务场景，通过多维度数据分析挖掘潜在问题与增长机会，输出可落地的决策建议。 3. 设计并维护数据可视化报表与监控体系，实时跟踪业务动态并预警异常。 4. 与产品、运营团队深度协作，推动数据驱动的业务优化与流程迭代。,Python|SQL|Tableau|R,Python|SQL|Tableau|R,4,确认技能候选,Python=>编程语言 || SQL=>查询语言 || Tableau=>数据可视化 || R=>编程语言,Python=>学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的 || SQL=>1. 本科及以上学历，统计学、数学、计算机或相关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备 || Tableau=>业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流程工作。 4. || R=>关专业背景。 2. 熟练掌握SQL数据查询与处理，精通至少一种数据分析工具（Python/R/Tableau）。 3. 具备较强的业务敏感度，能独立完成从需求梳理到分析报告输出的全流,requirement_text,,0354f038cdcecc1f,55,b7c631362be5fb38,去重键相同
d6b83053a9d3b2c1,智联招聘,zhaopin,大数据开发工程师,智联招聘\爬取数据\大数据开发工程师\大数据开发工程师_深圳_20260629_085448_zhaopin_jobs.csv,16,大数据开发工程师,大数据开发工程师,深圳,深圳,40838532605,http://jobs.zhaopin.com/CC144101460J40838532605.htm,2026-06-29T09:00:21,d89a1ff62cc582bd,047391b67cc33a98,高级大数据开发工程师（平台 / DataOps 方向）,国投证券股份有限公司,深圳,福田,1.6-2.5万·15薪,16000,25000,20500,15,本科,本科,3-5年,3-5年,3,5,区间,全职,证券/期货,1000-9999人,国企,2026-05-26,2026-05-26 15:25:40,,,计算机类,计算机类=>工学,相关专业优先,岗位职责: 1.负责大数据平台及工具体系建设与优化； 2.负责推进数据研发与运维一体化（DataOps）落地； 3.负责建设数据调度、发布、监控等平台能力，保障系统稳定运行； 4.参与平台技术选型及复杂问题处理； 5.完成领导安排的其他工作。 任职要求: 1.本科及以上学历，计算机或相关专业优先； 2.具备平台化开发及分布式系统经验、3年以上大数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps 或数据研发平台建设经验优先； 5.有大数据平台运维、稳定性保障经验优先； 6.有金融或证券行业经验优先。,1.本科及以上学历，计算机或相关专业优先； 2.具备平台化开发及分布式系统经验、3年以上大数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps 或数据研发平台建设经验优先； 5.有大数据平台运维、稳定性保障经验优先； 6.有金融或证券行业经验优先。,1.负责大数据平台及工具体系建设与优化； 2.负责推进数据研发与运维一体化（DataOps）落地； 3.负责建设数据调度、发布、监控等平台能力，保障系统稳定运行； 4.参与平台技术选型及复杂问题处理； 5.完成领导安排的其他工作。,Python|Spark|Java|Scala|Hadoop|Hive|Flink,Python|Spark|Java|Scala|Hadoop|Hive|Flink,7,确认技能候选,Python=>编程语言 || Spark=>大数据框架 || Java=>编程语言 || Scala=>编程语言 || Hadoop=>大数据框架 || Hive=>大数据框架 || Flink=>大数据框架,Python=>/ Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps 或数据研发平台建设经验优先； 5.有大数据平台运维、稳定 || Spark=>开发及分布式系统经验、3年以上大数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python || Java=>先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps 或数据研发平台建设经验 || Scala=>Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps 或数据研发平台建设经验优先； 5.有大 || Hadoop=>； 2.具备平台化开发及分布式系统经验、3年以上大数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / || Hive=>数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有 DataOps || Flink=>经验、3年以上大数据或数据平台开发经验优先； 3.熟悉 Hadoop / Spark / Flink / Hive 等技术，精通 Java / Scala / Python 之一； 4.有,requirement_text,,047391b67cc33a98,58,e4c7480fab11bc67,去重键相同
af1b6cbe98afb349,智联招聘,zhaopin,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_北京_20260629_085448_zhaopin_jobs.csv,90,算法工程师,算法工程师,北京,北京,40904451903,http://jobs.zhaopin.com/CC599187620J40904451903.htm,2026-06-29T09:05:10,11b69309a4d1f150,04f236e027cc3338,三维图形算法工程师,爱迪特(秦皇岛)科技股份有限公司,北京,海淀,5-7万,50000,70000,60000,12,本科,本科,3-5年,3-5年,3,5,区间,全职,医疗设备/器械/耗材,500-999人,上市公司,2026-06-24,2026-06-24 17:43:23,,,计算机类|数学|软件工程|自动化,计算机类=>工学 || 数学=>理学 || 软件工程=>工学 || 自动化=>工学,要求,"岗位职责： 负责口腔三维扫描仪的研发，设计、开发和优化核心的三维数据处理算法，包括但不限于点云拼接处理、全局位姿优化、网格重建、曲面优化、可视化及实时渲染等。 1. 实现高性能的三维点云获取、滤波、去噪、精简算法。 2. 开发鲁棒、高效的三维网格重建（如泊松重建、Marching Cubes等）及曲面优化算法。 3. 高精度的点云/网格配准算法，用于多视角扫描数据的自动拼接与融合。 4. 实现实时的三维渲染与可视化技术，确保流畅的用户交互体验。 5. 进行代码级优化，如利用GPU并行计算-CUDA。 6. 针对口腔扫描的特殊性（如牙齿、牙龈等复杂结构），优化算法精度和鲁棒性。 任职要求 1. 学历要求：硕士及以上学历，计算机科学、应用数学、软件工程、自动化、生物医学工程（偏图像处理方向）或相关专业。 2. 精通计算机图形学基础理论：几何处理、光照模型、渲染管线等。 3. 精通三维重建、点云处理相关算法和理论，精通NDT、ICP、Trimmed ICP、Particle Filter、Bundle Adjustment等算法。熟练掌握线性代数、概率统计、数值优化方法。 4. 精通 C++ 编程语言，可以实现GPU并行计算CUDA编程。 5. 熟练使用三维图形库/框架OpenGL, Vulkan, DirectX以及三维处理库 PCL, CGAL, VTK, MeshLab, Open3D。 6. 拥有三维图形算法或计算机视觉算法的实际开发经验，有点云处理、网格重建、曲面优化、三维配准等项目经验。","1. 学历要求：硕士及以上学历，计算机科学、应用数学、软件工程、自动化、生物医学工程（偏图像处理方向）或相关专业。 2. 精通计算机图形学基础理论：几何处理、光照模型、渲染管线等。 3. 精通三维重建、点云处理相关算法和理论，精通NDT、ICP、Trimmed ICP、Particle Filter、Bundle Adjustment等算法。熟练掌握线性代数、概率统计、数值优化方法。 4. 精通 C++ 编程语言，可以实现GPU并行计算CUDA编程。 5. 熟练使用三维图形库/框架OpenGL, Vulkan, DirectX以及三维处理库 PCL, CGAL, VTK, MeshLab, Open3D。 6. 拥有三维图形算法或计算机视觉算法的实际开发经验，有点云处理、网格重建、曲面优化、三维配准等项目经验。",负责口腔三维扫描仪的研发，设计、开发和优化核心的三维数据处理算法，包括但不限于点云拼接处理、全局位姿优化、网格重建、曲面优化、可视化及实时渲染等。 1. 实现高性能的三维点云获取、滤波、去噪、精简算法。 2. 开发鲁棒、高效的三维网格重建（如泊松重建、Marching Cubes等）及曲面优化算法。 3. 高精度的点云/网格配准算法，用于多视角扫描数据的自动拼接与融合。 4. 实现实时的三维渲染与可视化技术，确保流畅的用户交互体验。 5. 进行代码级优化，如利用GPU并行计算-CUDA。 6. 针对口腔扫描的特殊性（如牙齿、牙龈等复杂结构），优化算法精度和鲁棒性。,C++|计算机视觉,C++|计算机视觉,2,确认技能候选,C++=>编程语言 || 计算机视觉=>人工智能,"C++=>le Adjustment等算法。熟练掌握线性代数、概率统计、数值优化方法。 4. 精通 C++ 编程语言，可以实现GPU并行计算CUDA编程。 5. 熟练使用三维图形库/框架OpenG || 计算机视觉=>PCL, CGAL, VTK, MeshLab, Open3D。 6. 拥有三维图形算法或计算机视觉算法的实际开发经验，有点云处理、网格重建、曲面优化、三维配准等项目经验。",requirement_text,,04f236e027cc3338,53,e7a41ec4c0ebaa9a,去重键相同
