来源平台,岗位目录,文件,编码,解析行数,有效行数,空白行数,是否空文件,错误
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_广州_20260629_085448_zhaopin_jobs.csv,utf-8-sig,4,4,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_成都_20260629_085448_zhaopin_jobs.csv,utf-8-sig,3,3,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_杭州_20260629_085448_zhaopin_jobs.csv,utf-8-sig,4,4,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_武汉_20260629_085448_zhaopin_jobs.csv,utf-8-sig,6,6,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_深圳_20260629_085448_zhaopin_jobs.csv,utf-8-sig,8,8,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_西安_20260629_085448_zhaopin_jobs.csv,utf-8-sig,4,4,0,否,
智联招聘,机器学习工程师,智联招聘\爬取数据\机器学习工程师\机器学习工程师_重庆_20260629_085448_zhaopin_jobs.csv,utf-8-sig,1,1,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_上海_20260629_085448_zhaopin_jobs.csv,utf-8-sig,98,98,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_北京_20260629_085448_zhaopin_jobs.csv,utf-8-sig,97,97,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_南京_20260629_085448_zhaopin_jobs.csv,utf-8-sig,99,99,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_广州_20260629_085448_zhaopin_jobs.csv,utf-8-sig,100,100,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_成都_20260629_085448_zhaopin_jobs.csv,utf-8-sig,100,100,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_杭州_20260629_085448_zhaopin_jobs.csv,utf-8-sig,94,94,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_武汉_20260629_085448_zhaopin_jobs.csv,utf-8-sig,97,97,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_深圳_20260629_085448_zhaopin_jobs.csv,utf-8-sig,97,97,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_西安_20260629_085448_zhaopin_jobs.csv,utf-8-sig,97,97,0,否,
智联招聘,算法工程师,智联招聘\爬取数据\算法工程师\算法工程师_重庆_20260629_085448_zhaopin_jobs.csv,utf-8-sig,83,83,0,否,
