序号,数据源,爬虫版本,技能词典版本,专业词典版本,搜索岗位,搜索城市,搜索城市编码,来源岗位ID,来源链接,采集时间,来源岗位指纹,内容指纹,岗位名称,公司名称,实际城市,区县,薪资原文,最低月薪,最高月薪,年薪月数,学历要求,学历原文,经验要求,经验原文,最低经验年限,最高经验年限,经验要求类型,岗位类型,行业,公司规模,公司性质,发布日期,发布日期原文,经度,纬度,API隐藏专业标签核验状态,正文专业候选原文,正文确认标准专业,专业类别,专业要求级别,专业证据,专业判定来源,专业判定说明,岗位描述原文,岗位描述清洗文本,任职要求文本,岗位职责文本,官网岗位标签,描述技能候选,任职要求技能候选,确认技能候选,技能类别,技能证据,技能提取范围,数据质量标记
1,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,算法工程师,广州,763,40867891010,http://jobs.zhaopin.com/CC378282510J40867891010.htm,2026-06-29T09:05:29,aee46e1e49861863,7b75206040338b32,驻场算法工程师（佛山）,北京可利邦信息技术股份有限公司,广州,番禺,2-3万,20000,30000,12,本科,本科,3-5年,3-5年,3,5,区间,全职,产业互联网平台,100-299人,民营,2026-06-29,2026-06-29 01:32:34,,,not_provided,计算机,计算机类,计算机类=>工学,相关专业优先,"计算机类=>1、计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
6、熟悉大模型算法应用及业",description,仅依据岗位正文中的专业要求语境抽取,"PS：此岗位驻场佛山项目
职位描述：
1、为企业级客户AI智算大模型项目，提供服务支撑，包括但不限于工程方案设计、模型训练与调优、模型效果评估、code review、模型部署与运维、Prompt工程等工作；
2、负责 PAI、PAI灵骏以及百炼等大模型训练平台的企业级客户技术支持，对接云上客户的多元化场景问题，聚焦大模型训练、部署环境、推理效率以及定制化链路集成等技术深度，负责疑难问题的快速定位、分析解决；
职位要求：
1、计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/RDMA网络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容文摘生成、多模态等领域应用。在知识加工、语料生成、Prompt工程优化、LLM模型微调、模型效果评测等领域有具体实践；
6、熟悉大模型算法应用及业界主流的平台及框架，如langchain/LlamaIndex，有基于上述平台或框架完整搭建并参与过相关项目落地或开源社区的贡献者优先；
7、熟悉阿里云AI大模型产品如PAI或百炼，以及其他主流平台如火山方舟、ModelArts、SageMaker等，并具备相关实践经验者优先。","PS：此岗位驻场佛山项目
职位描述：
1、为企业级客户AI智算大模型项目，提供服务支撑，包括但不限于工程方案设计、模型训练与调优、模型效果评估、code review、模型部署与运维、Prompt工程等工作；
2、负责 PAI、PAI灵骏以及百炼等大模型训练平台的企业级客户技术支持，对接云上客户的多元化场景问题，聚焦大模型训练、部署环境、推理效率以及定制化链路集成等技术深度，负责疑难问题的快速定位、分析解决；
职位要求：
1、计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/RDMA网络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容文摘生成、多模态等领域应用。在知识加工、语料生成、Prompt工程优化、LLM模型微调、模型效果评测等领域有具体实践；
6、熟悉大模型算法应用及业界主流的平台及框架，如langchain/LlamaIndex，有基于上述平台或框架完整搭建并参与过相关项目落地或开源社区的贡献者优先；
7、熟悉阿里云AI大模型产品如PAI或百炼，以及其他主流平台如火山方舟、ModelArts、SageMaker等，并具备相关实践经验者优先。","1、计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/RDMA网络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容文摘生成、多模态等领域应用。在知识加工、语料生成、Prompt工程优化、LLM模型微调、模型效果评测等领域有具体实践；
6、熟悉大模型算法应用及业界主流的平台及框架，如langchain/LlamaIndex，有基于上述平台或框架完整搭建并参与过相关项目落地或开源社区的贡献者优先；
7、熟悉阿里云AI大模型产品如PAI或百炼，以及其他主流平台如火山方舟、ModelArts、SageMaker等，并具备相关实践经验者优先。","1、为企业级客户AI智算大模型项目，提供服务支撑，包括但不限于工程方案设计、模型训练与调优、模型效果评估、code review、模型部署与运维、Prompt工程等工作；
2、负责 PAI、PAI灵骏以及百炼等大模型训练平台的企业级客户技术支持，对接云上客户的多元化场景问题，聚焦大模型训练、部署环境、推理效率以及定制化链路集成等技术深度，负责疑难问题的快速定位、分析解决；",本科|3-5年|人工智能|云计算,Python|机器学习|Java|C++|TensorFlow|PyTorch|大语言模型|RAG|LangChain|Prompt Engineering|Kubernetes|阿里云,Python|机器学习|Java|C++|TensorFlow|PyTorch|大语言模型|RAG|LangChain|Prompt Engineering|Kubernetes|阿里云,Python|机器学习|Java|C++|TensorFlow|PyTorch|大语言模型|RAG|LangChain|Prompt Engineering|Kubernetes|阿里云,Python=>编程语言 || 机器学习=>人工智能 || Java=>编程语言 || C++=>编程语言 || TensorFlow=>深度学习框架 || PyTorch=>深度学习框架 || 大语言模型=>人工智能 || RAG=>人工智能应用 || LangChain=>大模型框架 || Prompt Engineering=>人工智能应用 || Kubernetes=>容器编排 || 阿里云=>云平台,"Python=>U/RDMA网络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容 || 机器学习=>计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorc || Java=>络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容文摘生成、 || C++=>异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java，C++）；
5、有大型的大模型应用落地开发经验，例如知识问答、自动化BI、内容文摘生成、多模态等 || TensorFlow=>法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/RDMA网络/K8S 异 || PyTorch=>熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/R || 大语言模型=>1、计算机通信或相关专业本科及以上学历，有大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG || RAG=>大模型算法开发/大模型工程开发
工作经验；
2、熟悉机器学习、算法优化、大模型技术及衍生的RAG工程、Agent工程技术，熟悉常用推理框架PyTorch或TensorFlow框架，掌握其 || LangChain=>模型微调、模型效果评测等领域有具体实践；
6、熟悉大模型算法应用及业界主流的平台及框架，如langchain/LlamaIndex，有基于上述平台或框架完整搭建并参与过相关项目落地或开源社区的贡献者 || Prompt Engineering=>开发经验，例如知识问答、自动化BI、内容文摘生成、多模态等领域应用。在知识加工、语料生成、Prompt工程优化、LLM模型微调、模型效果评测等领域有具体实践；
6、熟悉大模型算法应用及业界主流的平 || Kubernetes=>rFlow框架，掌握其原理和使用；
3、熟悉大模型虚拟化/异构计算/GPU/RDMA网络/K8S 异构资源调度和异构资源组网等技术；
4、精通至少一种编程语言（如python，Java， || 阿里云=>dex，有基于上述平台或框架完整搭建并参与过相关项目落地或开源社区的贡献者优先；
7、熟悉阿里云AI大模型产品如PAI或百炼，以及其他主流平台如火山方舟、ModelArts、SageMa",requirement_text,
2,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,算法工程师,广州,763,40845814011,http://jobs.zhaopin.com/CCL1288251080J40845814011.htm,2026-06-29T09:05:29,170f05a68394b0dc,5023815589d28973,AI算法工程师,广东沃土教育科技有限公司,广州,番禺,8000-12000元,8000,12000,12,本科,本科,1-3年,1-3年,1,3,区间,全职,教育科技/教育软件,20-99人,民营,2026-06-29,2026-06-29 01:34:59,,,not_provided,计算机|数学|人工智能,计算机类|数学|人工智能,计算机类=>工学 || 数学=>理学 || 人工智能=>工学,相关专业优先,"计算机类=>1.计算机、人工智能、数学等相关专业本科及以上学历
加分项
1.有教育信息化、智慧教学、知识图谱等相 || 数学=>1.计算机、人工智能、数学等相关专业本科及以上学历
加分项
1.有教育信息化、智慧教学、知识图谱等相关领域经验者优先 || 人工智能=>1.计算机、人工智能、数学等相关专业本科及以上学历
加分项
1.有教育信息化、智慧教学、知识图谱等相关领域经验",description,仅依据岗位正文中的专业要求语境抽取,"1.负责公司智慧化教学平台中A|核心能力的设计与研发，包括A|工作流引擎、AI智能体(Agent)、向量知识库等模块的
架构设计与技术选型。
2.主导大模型的微调与应用落地，包括基于Qwen、GLM等开源大模型的LORA/P-Tuning微调、Prompt Engineering
优化，以及基于业务场景的效果评估与持续选代。
3.设计和实现RAG(检索增强生成)系统，包括文档解析、文本分块策略、向量嵌入、检索排序等关键环节，确保A!输
出的准确性和可控性。
4.负责A|智能体的开发与编排，设计多智能体协作机制，实现AI助教、AI助学、AI助研、AI助评等场景化应用。
5.负责A|服务的API设计与开发，包括文本、图像、音视频等多模态能力的接口开发，确保与前端、业务系统的高效集
6.搭建和维护模型训练、推理的工程化基础设施，包括模型部署(DockerK8s)、推理加速(TensOrRT/LLM)、监控告警
等。
7.负责数据集的构建与管理工作，包括数据采集、清洗、标注、质量评估，建立高质量训练数据的标准流程
8.跟踪大模型领域最新技术趋势，评估新技术在公司业务中的应用可行性，推动技术方案创新。
9.独立撰写技术方案文档，完成代码开发、维护和迭代优化，确保代码规范性和可维护性。
10.指导团队内初级成员，参与技术评市，推动团队技术能力提升。
任职要求
1.计算机、人工智能、数学等相关专业本科及以上学历。
2.3年以上AI算法开发经验，至少1年以上大模型应用落地经验，有成功上线的项目案例。
3.精通Pvthon，熟悉Pvthon性能优化、多线程/协程编程，具备良好的代码规范能力。.熟练掌握主流大模型相关技
术，包括但不限于:大模型微调:LORA、QLORA、DeepSpeed.Meaatron 等:RAG系统:向量数据库(MilvuS/FAISS/Chr
oma等)、文本嵌入、检索排序;推理加速:VLLM、TensorRT、Triton等;AlAgent框架:LangChain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力，能够从业务需求出发设计完整的技术方案。
8.具备良好的沟通协调能力和文档撰写能力，能够跨部门协作推进项目落地。
加分项
1.有教育信息化、智慧教学、知识图谱等相关领域经验者优先。
2.在A相关顶级会议或期刊发表过论文者优先。
3.有多模态大模型(图像/音视频)应用经验者优先。
4.有开源项目贡献者优先","1.负责公司智慧化教学平台中A|核心能力的设计与研发，包括A|工作流引擎、AI智能体(Agent)、向量知识库等模块的
架构设计与技术选型。
2.主导大模型的微调与应用落地，包括基于Qwen、GLM等开源大模型的LORA/P-Tuning微调、Prompt Engineering
优化，以及基于业务场景的效果评估与持续选代。
3.设计和实现RAG(检索增强生成)系统，包括文档解析、文本分块策略、向量嵌入、检索排序等关键环节，确保A!输
出的准确性和可控性。
4.负责A|智能体的开发与编排，设计多智能体协作机制，实现AI助教、AI助学、AI助研、AI助评等场景化应用。
5.负责A|服务的API设计与开发，包括文本、图像、音视频等多模态能力的接口开发，确保与前端、业务系统的高效集
6.搭建和维护模型训练、推理的工程化基础设施，包括模型部署(DockerK8s)、推理加速(TensOrRT/LLM)、监控告警
等。
7.负责数据集的构建与管理工作，包括数据采集、清洗、标注、质量评估，建立高质量训练数据的标准流程
8.跟踪大模型领域最新技术趋势，评估新技术在公司业务中的应用可行性，推动技术方案创新。
9.独立撰写技术方案文档，完成代码开发、维护和迭代优化，确保代码规范性和可维护性。
10.指导团队内初级成员，参与技术评市，推动团队技术能力提升。
任职要求
1.计算机、人工智能、数学等相关专业本科及以上学历。
2.3年以上AI算法开发经验，至少1年以上大模型应用落地经验，有成功上线的项目案例。
3.精通Pvthon，熟悉Pvthon性能优化、多线程/协程编程，具备良好的代码规范能力。.熟练掌握主流大模型相关技
术，包括但不限于:大模型微调:LORA、QLORA、DeepSpeed.Meaatron 等:RAG系统:向量数据库(MilvuS/FAISS/Chr
oma等)、文本嵌入、检索排序;推理加速:VLLM、TensorRT、Triton等;AlAgent框架:LangChain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力，能够从业务需求出发设计完整的技术方案。
8.具备良好的沟通协调能力和文档撰写能力，能够跨部门协作推进项目落地。
加分项
1.有教育信息化、智慧教学、知识图谱等相关领域经验者优先。
2.在A相关顶级会议或期刊发表过论文者优先。
3.有多模态大模型(图像/音视频)应用经验者优先。
4.有开源项目贡献者优先","1.计算机、人工智能、数学等相关专业本科及以上学历。
2.3年以上AI算法开发经验，至少1年以上大模型应用落地经验，有成功上线的项目案例。
3.精通Pvthon，熟悉Pvthon性能优化、多线程/协程编程，具备良好的代码规范能力。.熟练掌握主流大模型相关技
术，包括但不限于:大模型微调:LORA、QLORA、DeepSpeed.Meaatron 等:RAG系统:向量数据库(MilvuS/FAISS/Chr
oma等)、文本嵌入、检索排序;推理加速:VLLM、TensorRT、Triton等;AlAgent框架:LangChain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力，能够从业务需求出发设计完整的技术方案。
8.具备良好的沟通协调能力和文档撰写能力，能够跨部门协作推进项目落地。
加分项
1.有教育信息化、智慧教学、知识图谱等相关领域经验者优先。
2.在A相关顶级会议或期刊发表过论文者优先。
3.有多模态大模型(图像/音视频)应用经验者优先。
4.有开源项目贡献者优先","1.负责公司智慧化教学平台中A|核心能力的设计与研发，包括A|工作流引擎、AI智能体(Agent)、向量知识库等模块的
架构设计与技术选型。
2.主导大模型的微调与应用落地，包括基于Qwen、GLM等开源大模型的LORA/P-Tuning微调、Prompt Engineering
优化，以及基于业务场景的效果评估与持续选代。
3.设计和实现RAG(检索增强生成)系统，包括文档解析、文本分块策略、向量嵌入、检索排序等关键环节，确保A!输
出的准确性和可控性。
4.负责A|智能体的开发与编排，设计多智能体协作机制，实现AI助教、AI助学、AI助研、AI助评等场景化应用。
5.负责A|服务的API设计与开发，包括文本、图像、音视频等多模态能力的接口开发，确保与前端、业务系统的高效集
6.搭建和维护模型训练、推理的工程化基础设施，包括模型部署(DockerK8s)、推理加速(TensOrRT/LLM)、监控告警
等。
7.负责数据集的构建与管理工作，包括数据采集、清洗、标注、质量评估，建立高质量训练数据的标准流程
8.跟踪大模型领域最新技术趋势，评估新技术在公司业务中的应用可行性，推动技术方案创新。
9.独立撰写技术方案文档，完成代码开发、维护和迭代优化，确保代码规范性和可维护性。
10.指导团队内初级成员，参与技术评市，推动团队技术能力提升。
任职要求",文本分类|信息抽取|智能客服|自动问答|本科|1-3年|人工智能|教育科技/教育软件,机器学习|TensorFlow|PyTorch|深度学习|Linux|Docker|大语言模型|RAG|LangChain|Prompt Engineering|Kubernetes,机器学习|TensorFlow|PyTorch|深度学习|Linux|Docker|大语言模型|RAG|LangChain|Kubernetes,机器学习|TensorFlow|PyTorch|深度学习|Linux|Docker|大语言模型|RAG|LangChain|Kubernetes,机器学习=>人工智能 || TensorFlow=>深度学习框架 || PyTorch=>深度学习框架 || 深度学习=>人工智能 || Linux=>操作系统 || Docker=>容器技术 || 大语言模型=>人工智能 || RAG=>人工智能应用 || LangChain=>大模型框架 || Kubernetes=>容器编排,"机器学习=>inux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术 || TensorFlow=>Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力，能够从业务需求出发设计完整的技术方案。 || PyTorch=>用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力，能够从业务需求出发 || 深度学习=>作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow等)。
7.具备独立分析和解决复杂技术问题的能力 || Linux=>Agent框架:LangChain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习 || Docker=>ain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch || 大语言模型=>算机、人工智能、数学等相关专业本科及以上学历。
2.3年以上AI算法开发经验，至少1年以上大模型应用落地经验，有成功上线的项目案例。
3.精通Pvthon，熟悉Pvthon性能优化、多线 || RAG=>包括但不限于:大模型微调:LORA、QLORA、DeepSpeed.Meaatron 等:RAG系统:向量数据库(MilvuS/FAISS/Chr
oma等)、文本嵌入、检索排序;推理加 || LangChain=>嵌入、检索排序;推理加速:VLLM、TensorRT、Triton等;AlAgent框架:LangChain、Llamalndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Doc || Kubernetes=>malndex、Dif
y等至少一种。
5.熟悉Linux操作系统，熟练使用Docker/Kubernetes等容器化部署工具
6.熟悉常用机器学习和深度学习框架(PyTorch、TensorFlow",requirement_text,
3,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,算法工程师,广州,763,41000590504,http://jobs.zhaopin.com/CC202740210J41000590504.htm,2026-06-29T09:05:29,dee4121d4f0918e5,f615f746d15226f2,算法工程师,润建股份,广州,海珠,1.4-2.6万,14000,26000,12,本科,本科,1-3年,1-3年,1,3,区间,全职,通信工程/技术服务,1000-9999人,股份制企业,2026-06-29,2026-06-29 01:10:52,,,not_provided,计算机|数学|自动化|人工智能,计算机类|数学|自动化|人工智能,计算机类=>工学 || 数学=>理学 || 自动化=>工学 || 人工智能=>工学,相关专业优先,"计算机类=>•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
加分项： || 数学=>•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
加分项： || 自动化=>•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
加分项： || 人工智能=>•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
加分项：",description,仅依据岗位正文中的专业要求语境抽取,"一、岗位职责
1. 负责时序诊断、异常检测、故障诊断等共性算法能力的开发、优化与服务化输出
2. 将已有算法能力抽象为标准接口、服务或组件，支撑多业务线和多场景复用
3. 负责算法方案设计、数据分析、模型训练、效果评估和工程接入，推动算法从研究验证走向可交付
4. 与平台开发、大模型开发、产品和业务团队协同，完成算法能力与中台、业务流程和项目场景的集成
5. 参与算法能力规划与路线评估，为共性算法服务化建设提供支撑

二、任职要求
•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
• 2 年以上时序算法、故障诊断、异常检测等相关开发经验
• 熟练使用 Python，能独立完成算法方案设计、模型训练、服务化封装与调优
• 具备将模型工程化、服务化、接口化的能力，能适应 ToB 场景下的落地要求
• 较强的问题分析能力、数据理解能力和工程意识 • 能在实际算法开发中使用 AI 工具（如 ChatGPT、Claude 等）辅助代码开发、实验分析、文献检索和问题定位

加分项：

★ 有工业、能源、运维、制造等复杂场景算法落地经验
★ 有算法服务化、平台接入或项目交付经验
★ 有在真实算法项目中通过 AI 工具提升研发效率或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilot 等

工作地点：广州市内（可接受外派）","一、岗位职责
1. 负责时序诊断、异常检测、故障诊断等共性算法能力的开发、优化与服务化输出
2. 将已有算法能力抽象为标准接口、服务或组件，支撑多业务线和多场景复用
3. 负责算法方案设计、数据分析、模型训练、效果评估和工程接入，推动算法从研究验证走向可交付
4. 与平台开发、大模型开发、产品和业务团队协同，完成算法能力与中台、业务流程和项目场景的集成
5. 参与算法能力规划与路线评估，为共性算法服务化建设提供支撑

二、任职要求
•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
• 2 年以上时序算法、故障诊断、异常检测等相关开发经验
• 熟练使用 Python，能独立完成算法方案设计、模型训练、服务化封装与调优
• 具备将模型工程化、服务化、接口化的能力，能适应 ToB 场景下的落地要求
• 较强的问题分析能力、数据理解能力和工程意识 • 能在实际算法开发中使用 AI 工具（如 ChatGPT、Claude 等）辅助代码开发、实验分析、文献检索和问题定位

加分项：

★ 有工业、能源、运维、制造等复杂场景算法落地经验
★ 有算法服务化、平台接入或项目交付经验
★ 有在真实算法项目中通过 AI 工具提升研发效率或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilot 等

工作地点：广州市内（可接受外派）","•本科及以上学历，人工智能、计算机、自动化、数学、统计、电气等相关专业
• 2 年以上时序算法、故障诊断、异常检测等相关开发经验
• 熟练使用 Python，能独立完成算法方案设计、模型训练、服务化封装与调优
• 具备将模型工程化、服务化、接口化的能力，能适应 ToB 场景下的落地要求
• 较强的问题分析能力、数据理解能力和工程意识 • 能在实际算法开发中使用 AI 工具（如 ChatGPT、Claude 等）辅助代码开发、实验分析、文献检索和问题定位

加分项：

★ 有工业、能源、运维、制造等复杂场景算法落地经验
★ 有算法服务化、平台接入或项目交付经验
★ 有在真实算法项目中通过 AI 工具提升研发效率或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilot 等","1. 负责时序诊断、异常检测、故障诊断等共性算法能力的开发、优化与服务化输出
2. 将已有算法能力抽象为标准接口、服务或组件，支撑多业务线和多场景复用
3. 负责算法方案设计、数据分析、模型训练、效果评估和工程接入，推动算法从研究验证走向可交付
4. 与平台开发、大模型开发、产品和业务团队协同，完成算法能力与中台、业务流程和项目场景的集成
5. 参与算法能力规划与路线评估，为共性算法服务化建设提供支撑",PyTorch|TensorFlow|OpenCV|Python|时序算法|异常检测|故障诊断|TOB落地|算法方案设计|模型部署|本科|1-3年|算法服务化|新能源,Python|SQL|Pandas|NumPy|scikit-learn|TensorFlow|PyTorch|Flask|FastAPI|大语言模型,Python|SQL|Pandas|NumPy|scikit-learn|TensorFlow|PyTorch|Flask|FastAPI,Python|SQL|Pandas|NumPy|scikit-learn|TensorFlow|PyTorch|Flask|FastAPI,Python=>编程语言 || SQL=>查询语言 || Pandas=>数据处理库 || NumPy=>数据处理库 || scikit-learn=>机器学习框架 || TensorFlow=>深度学习框架 || PyTorch=>深度学习框架 || Flask=>Web框架 || FastAPI=>Web框架,"Python=>、电气等相关专业
• 2 年以上时序算法、故障诊断、异常检测等相关开发经验
• 熟练使用 Python，能独立完成算法方案设计、模型训练、服务化封装与调优
• 具备将模型工程化、服务化、接口化 || SQL=>Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilot 等 || Pandas=>务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilo || NumPy=>API / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
AI 工具：ChatGPT、Claude、GitHub Copilot 等 || scikit-learn=>或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX || TensorFlow=>AI 工具提升研发效率或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Fl || PyTorch=>算法项目中通过 AI 工具提升研发效率或分析效率的案例

团队技术栈（供参考）
算法框架：PyTorch、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：F || Flask=>ow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、NumPy、SQL
A || FastAPI=>h、TensorFlow、Scikit-learn
开发语言：Python 为主
服务化：FastAPI / Flask，模型部署 ONNX / TensorRT
数据处理：Pandas、Num",requirement_text,
