序号,数据源,爬虫版本,技能词典版本,专业词典版本,搜索岗位,搜索城市,搜索城市编码,来源岗位ID,来源链接,采集时间,来源岗位指纹,内容指纹,岗位名称,公司名称,实际城市,区县,薪资原文,最低月薪,最高月薪,年薪月数,学历要求,学历原文,经验要求,经验原文,最低经验年限,最高经验年限,经验要求类型,岗位类型,行业,公司规模,公司性质,发布日期,发布日期原文,经度,纬度,API隐藏专业标签核验状态,正文专业候选原文,正文确认标准专业,专业类别,专业要求级别,专业证据,专业判定来源,专业判定说明,岗位描述原文,岗位描述清洗文本,任职要求文本,岗位职责文本,官网岗位标签,描述技能候选,任职要求技能候选,确认技能候选,技能类别,技能证据,技能提取范围,数据质量标记
1,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40870963805,http://jobs.zhaopin.com/CC138117190J40870963805.htm,2026-06-29T09:03:26,c9e5cdec7b04a689,5a94e15e056f0053,Java/Python开发工程师,外企德科,杭州,余杭,1.3-1.5万,13000,15000,12,本科,本科,3-5年,3-5年,3,5,区间,全职,人力资源,10000人以上,合资,2026-06-29,2026-06-29 00:31:08,,,not_provided,计算机|软件工程,计算机类|软件工程,计算机类=>工学 || 软件工程=>工学,相关专业优先,"计算机类=>任职要求 ● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验
● 熟悉RESTful API设计，有对接第三 || 软件工程=>任职要求 ● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验
● 熟悉RESTful API设计，有对接第三方API或",description,仅依据岗位正文中的专业要求语境抽取,"职位描述 根据业务需求，负责AI应用系统的功能开发与迭代，包括智能客服、智能问答、内容生成等场景的后端服务开发；
对接大模型API（如通义千问、ChatGPT等），完成Prompt工程、接口封装及业务逻辑编排；
参与RAG（检索增强生成）、Agent等AI应用模块的开发与联调；
负责业务数据的清洗、处理和接口开发，保障上下游数据链路畅通；
按照团队规范完成代码编写、单元测试、技术文档撰写，配合主团队完成项目交付

任职要求 ● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接第三方API或大模型API的实际经验者优先；
● 了解Docker基本用法，能配合完成容器化环境下的开发和部署；
● 具备良好的沟通能力和团队协作意识，能适应快节奏的迭代开发模式；
● 加分项：有LangChain、LlamaIndex等AI应用框架使用经验，或有向量数据库（Milvus/Weaviate/FAISS）相关经验。
简历需要具备的硬性要求
● 本科及以上学历； ● 1年以上Java或Python后端研发经验； ● 有实际项目中对接过API（含大模型API）的开发经验。","职位描述 根据业务需求，负责AI应用系统的功能开发与迭代，包括智能客服、智能问答、内容生成等场景的后端服务开发；
对接大模型API（如通义千问、ChatGPT等），完成Prompt工程、接口封装及业务逻辑编排；
参与RAG（检索增强生成）、Agent等AI应用模块的开发与联调；
负责业务数据的清洗、处理和接口开发，保障上下游数据链路畅通；
按照团队规范完成代码编写、单元测试、技术文档撰写，配合主团队完成项目交付

任职要求 ● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接第三方API或大模型API的实际经验者优先；
● 了解Docker基本用法，能配合完成容器化环境下的开发和部署；
● 具备良好的沟通能力和团队协作意识，能适应快节奏的迭代开发模式；
● 加分项：有LangChain、LlamaIndex等AI应用框架使用经验，或有向量数据库（Milvus/Weaviate/FAISS）相关经验。
简历需要具备的硬性要求
● 本科及以上学历； ● 1年以上Java或Python后端研发经验； ● 有实际项目中对接过API（含大模型API）的开发经验。","● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接第三方API或大模型API的实际经验者优先；
● 了解Docker基本用法，能配合完成容器化环境下的开发和部署；
● 具备良好的沟通能力和团队协作意识，能适应快节奏的迭代开发模式；
● 加分项：有LangChain、LlamaIndex等AI应用框架使用经验，或有向量数据库（Milvus/Weaviate/FAISS）相关经验。
简历需要具备的硬性要求
● 本科及以上学历； ● 1年以上Java或Python后端研发经验； ● 有实际项目中对接过API（含大模型API）的开发经验。","根据业务需求，负责AI应用系统的功能开发与迭代，包括智能客服、智能问答、内容生成等场景的后端服务开发；
对接大模型API（如通义千问、ChatGPT等），完成Prompt工程、接口封装及业务逻辑编排；
参与RAG（检索增强生成）、Agent等AI应用模块的开发与联调；
负责业务数据的清洗、处理和接口开发，保障上下游数据链路畅通；
按照团队规范完成代码编写、单元测试、技术文档撰写，配合主团队完成项目交付",Python|LANGCHAIN|FASTAPI/FLASK|大模型API|RAG|MySQL|Redis|SPRING BOOT|本科|3-5年|人工智能|互联网生活服务(O2O)|互联网电商,Python|SQL|Java|MySQL|Redis|Docker|Flask|FastAPI|大语言模型|RAG|LangChain|Prompt Engineering|Spring Boot,Python|SQL|Java|MySQL|Redis|Docker|Flask|FastAPI|大语言模型|LangChain|Spring Boot,Python|SQL|Java|MySQL|Redis|Docker|Flask|FastAPI|大语言模型|LangChain|Spring Boot,Python=>编程语言 || SQL=>查询语言 || Java=>编程语言 || MySQL=>数据库 || Redis=>数据库 || Docker=>容器技术 || Flask=>Web框架 || FastAPI=>Web框架 || 大语言模型=>人工智能 || LangChain=>大模型框架 || Spring Boot=>后端框架,"Python=>件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MyS || SQL=>，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接第三方API或大模型API的实 || Java=>● 本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立 || MySQL=>hon（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API || Redis=>stAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组件，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接 || Docker=>悉RESTful API设计，有对接第三方API或大模型API的实际经验者优先；
● 了解Docker基本用法，能配合完成容器化环境下的开发和部署；
● 具备良好的沟通能力和团队协作意识，能适 || Flask=>开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis等常用存储组 || FastAPI=>业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；
● 熟悉MySQL、Redis || 大语言模型=>，有基本的SQL编写与调优能力；
● 熟悉RESTful API设计，有对接第三方API或大模型API的实际经验者优先；
● 了解Docker基本用法，能配合完成容器化环境下的开发和部署 || LangChain=>部署；
● 具备良好的沟通能力和团队协作意识，能适应快节奏的迭代开发模式；
● 加分项：有LangChain、LlamaIndex等AI应用框架使用经验，或有向量数据库（Milvus/Weaviat || Spring Boot=>本科及以上学历，计算机、软件工程等相关专业，2年以上后端开发经验；
● 熟练掌握Java（Spring Boot）或Python（FastAPI/Flask）中至少一种，具备独立完成功能模块开发的能力；",requirement_text,
2,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40809690116,http://jobs.zhaopin.com/CC312832080J40809690116.htm,2026-06-29T09:03:26,94f03ba7b62ce9a7,631f27844bd41c72,Python开发工程师,杭州朝辉电子信息科技有限公司,杭州,钱塘,8000-16000元,8000,16000,12,本科,本科,经验不限,经验不限,,,不限,全职,半导体/芯片,20-99人,外商独资,2026-06-16,2026-06-16 12:02:33,,,not_provided,,,,未说明,,not_specified,岗位正文未识别到明确专业要求,"- 电子工程、通信工程、电子与计算机工程专业；
- 熟练掌握Python编程，有实际的Python开发经验；
- 有电磁场和微波、信号与系统、电路仿真等方面的知识者优先。
- 良好的沟通和团队协作能力；
- 有强烈的职业道德和学习新知识的兴趣","- 电子工程、通信工程、电子与计算机工程专业；
- 熟练掌握Python编程，有实际的Python开发经验；
- 有电磁场和微波、信号与系统、电路仿真等方面的知识者优先。
- 良好的沟通和团队协作能力；
- 有强烈的职业道德和学习新知识的兴趣",,"- 电子工程、通信工程、电子与计算机工程专业；
- 熟练掌握Python编程，有实际的Python开发经验；
- 有电磁场和微波、信号与系统、电路仿真等方面的知识者优先。
- 良好的沟通和团队协作能力；
- 有强烈的职业道德和学习新知识的兴趣",Python|本科|半导体/芯片|人工智能,Python,,Python,Python=>编程语言,"Python=>- 电子工程、通信工程、电子与计算机工程专业；
- 熟练掌握Python编程，有实际的Python开发经验；
- 有电磁场和微波、信号与系统、电路仿真等方面的知识",job_description,
3,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40822677916,http://jobs.zhaopin.com/CC000544460J40822677916.htm,2026-06-29T09:03:26,9b9d6ec54aaeb21f,d5c327edf16c6e9c,AI python开发工程师,软通动力信息技术(集团)股份有限公司,杭州,滨江,9000-15000元,9000,15000,12,本科,本科,1-3年,1-3年,1,3,区间,全职,软件/IT服务,10000人以上,上市公司,2026-06-08,2026-06-08 15:23:02,,,not_provided,计算机|软件工程|通信工程,计算机类|软件工程|通信工程,计算机类=>工学 || 软件工程=>工学 || 通信工程=>工学,要求,计算机类=>1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历 || 软件工程=>1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历 || 通信工程=>1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历,description,仅依据岗位正文中的专业要求语境抽取,"""【岗位职责】
1.智能体设计与开发：负责基于LLM（大语言模型）的AI Agent（智能体）开发工作，使用 Python 编写高效的自动化脚本和业务逻辑，构建具备感知、规划、工具调用能力的智能应用。
2.大模型接口集成：负责对接主流大模型API（如OpenAI、Qwen、Deepseek接口等），进行Prompt工程优化，管理上下文窗口，确保模型输出的准确性与稳定性。
3.工具与插件开发：为智能体编写和封装各类Function Call（函数调用）接口，实现智能体与外部系统的交互。
4.智能体场景落地：结合ICT（信息与通信技术）或负责垂直行业（政务、企业等行业领域）AIGC应用场景领域业务需求，参与项目技术攻关工作，研究开发智能体应用技术。将AI智能体技术应用于实际生产场景，提升运维与交付效率。
"" ""【岗位要求】
基础要求：
1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历。
2.编程能力：精通 Python / JAVA语言，拥有扎实的编码功底，能够熟练编写各类自动化脚本、数据处理脚本及API服务接口。
3.大模型应用经验：
熟悉主流LLM原理，有实际调用大模型API（RESTful API）开发的经验。
理解RAG（检索增强生成）和Function Calling（工具调用）的基本原理。
开发框架：熟悉至少一种Agent开发框架或工具库（如LangChain, LlamaIndex, CrewAI, AutoGen, Semantic Kernel等）。
4.工程素养：熟悉Linux开发环境，熟练使用Git进行版本控制，具备良好的代码规范和文档编写习惯。""","""【岗位职责】
1.智能体设计与开发：负责基于LLM（大语言模型）的AI Agent（智能体）开发工作，使用 Python 编写高效的自动化脚本和业务逻辑，构建具备感知、规划、工具调用能力的智能应用。
2.大模型接口集成：负责对接主流大模型API（如OpenAI、Qwen、Deepseek接口等），进行Prompt工程优化，管理上下文窗口，确保模型输出的准确性与稳定性。
3.工具与插件开发：为智能体编写和封装各类Function Call（函数调用）接口，实现智能体与外部系统的交互。
4.智能体场景落地：结合ICT（信息与通信技术）或负责垂直行业（政务、企业等行业领域）AIGC应用场景领域业务需求，参与项目技术攻关工作，研究开发智能体应用技术。将AI智能体技术应用于实际生产场景，提升运维与交付效率。
"" ""【岗位要求】
基础要求：
1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历。
2.编程能力：精通 Python / JAVA语言，拥有扎实的编码功底，能够熟练编写各类自动化脚本、数据处理脚本及API服务接口。
3.大模型应用经验：
熟悉主流LLM原理，有实际调用大模型API（RESTful API）开发的经验。
理解RAG（检索增强生成）和Function Calling（工具调用）的基本原理。
开发框架：熟悉至少一种Agent开发框架或工具库（如LangChain, LlamaIndex, CrewAI, AutoGen, Semantic Kernel等）。
4.工程素养：熟悉Linux开发环境，熟练使用Git进行版本控制，具备良好的代码规范和文档编写习惯。""",,"""【岗位职责】
1.智能体设计与开发：负责基于LLM（大语言模型）的AI Agent（智能体）开发工作，使用 Python 编写高效的自动化脚本和业务逻辑，构建具备感知、规划、工具调用能力的智能应用。
2.大模型接口集成：负责对接主流大模型API（如OpenAI、Qwen、Deepseek接口等），进行Prompt工程优化，管理上下文窗口，确保模型输出的准确性与稳定性。
3.工具与插件开发：为智能体编写和封装各类Function Call（函数调用）接口，实现智能体与外部系统的交互。
4.智能体场景落地：结合ICT（信息与通信技术）或负责垂直行业（政务、企业等行业领域）AIGC应用场景领域业务需求，参与项目技术攻关工作，研究开发智能体应用技术。将AI智能体技术应用于实际生产场景，提升运维与交付效率。
"" ""【岗位要求】
基础要求：
1.学历背景：计算机、通信工程、软件工程或相关专业本科及以上学历。
2.编程能力：精通 Python / JAVA语言，拥有扎实的编码功底，能够熟练编写各类自动化脚本、数据处理脚本及API服务接口。
3.大模型应用经验：
熟悉主流LLM原理，有实际调用大模型API（RESTful API）开发的经验。
理解RAG（检索增强生成）和Function Calling（工具调用）的基本原理。
开发框架：熟悉至少一种Agent开发框架或工具库（如LangChain, LlamaIndex, CrewAI, AutoGen, Semantic Kernel等）。
4.工程素养：熟悉Linux开发环境，熟练使用Git进行版本控制，具备良好的代码规范和文档编写习惯。""",Java|Python|LLM|本科|1-3年,Python|Java|Linux|Git|大语言模型|RAG|LangChain|Prompt Engineering,,Python|Java|Linux|Git|大语言模型|RAG|LangChain|Prompt Engineering,Python=>编程语言 || Java=>编程语言 || Linux=>操作系统 || Git=>开发工具 || 大语言模型=>人工智能 || RAG=>人工智能应用 || LangChain=>大模型框架 || Prompt Engineering=>人工智能应用,"Python=>智能体设计与开发：负责基于LLM（大语言模型）的AI Agent（智能体）开发工作，使用 Python 编写高效的自动化脚本和业务逻辑，构建具备感知、规划、工具调用能力的智能应用。
2.大模型 || Java=>算机、通信工程、软件工程或相关专业本科及以上学历。
2.编程能力：精通 Python / JAVA语言，拥有扎实的编码功底，能够熟练编写各类自动化脚本、数据处理脚本及API服务接口。
3. || Linux=>CrewAI, AutoGen, Semantic Kernel等）。
4.工程素养：熟悉Linux开发环境，熟练使用Git进行版本控制，具备良好的代码规范和文档编写习惯。"" || Git=>n, Semantic Kernel等）。
4.工程素养：熟悉Linux开发环境，熟练使用Git进行版本控制，具备良好的代码规范和文档编写习惯。"" || 大语言模型=>""【岗位职责】
1.智能体设计与开发：负责基于LLM（大语言模型）的AI Agent（智能体）开发工作，使用 Python 编写高效的自动化脚 || RAG=>：
熟悉主流LLM原理，有实际调用大模型API（RESTful API）开发的经验。
理解RAG（检索增强生成）和Function Calling（工具调用）的基本原理。
开发框架：熟悉 || LangChain=>alling（工具调用）的基本原理。
开发框架：熟悉至少一种Agent开发框架或工具库（如LangChain, LlamaIndex, CrewAI, AutoGen, Semantic Kerne || Prompt Engineering=>口集成：负责对接主流大模型API（如OpenAI、Qwen、Deepseek接口等），进行Prompt工程优化，管理上下文窗口，确保模型输出的准确性与稳定性。
3.工具与插件开发：为智能体编写和封",job_description,
4,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40886392713,http://jobs.zhaopin.com/CC478189280J40886392713.htm,2026-06-29T09:03:26,d359bc61f90f746f,130aa2db413a5136,python开发工程师,正立建设集团有限公司,杭州,余杭,1-1.5万,10000,15000,12,本科,本科,3-5年,3-5年,3,5,区间,全职,工程施工,500-999人,民营,2026-06-02,2026-06-02 14:54:09,,,not_provided,,,,未说明,,not_specified,岗位正文未识别到明确专业要求,"岗位职责：
1. 使用Python语言及常用框架（Flask、Sanic、FastAPI等）完成项目开发与维护；
2. 负责Mysql、MongoDB、PostgreSQL、Redis等数据库的设计、优化与日常操作；
3. 在Linux环境下进行项目部署、运维及日常管理，熟练使用常用命令支持系统运行；
4. 独立搭建项目CI/CD流程，使用Docker构建和部署镜像实现自动化上线；
5. 与前端团队协作完成系统功能开发，确保接口高效稳定对接。
任职要求：
1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目上线与维护；
4. 具备CI/CD实施能力，能使用Docker完成项目容器化部署；
5. 具备良好的沟通协作能力，情绪稳定，能与前端团队高效配合。","岗位职责：
1. 使用Python语言及常用框架（Flask、Sanic、FastAPI等）完成项目开发与维护；
2. 负责Mysql、MongoDB、PostgreSQL、Redis等数据库的设计、优化与日常操作；
3. 在Linux环境下进行项目部署、运维及日常管理，熟练使用常用命令支持系统运行；
4. 独立搭建项目CI/CD流程，使用Docker构建和部署镜像实现自动化上线；
5. 与前端团队协作完成系统功能开发，确保接口高效稳定对接。
任职要求：
1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目上线与维护；
4. 具备CI/CD实施能力，能使用Docker完成项目容器化部署；
5. 具备良好的沟通协作能力，情绪稳定，能与前端团队高效配合。","1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目上线与维护；
4. 具备CI/CD实施能力，能使用Docker完成项目容器化部署；
5. 具备良好的沟通协作能力，情绪稳定，能与前端团队高效配合。","1. 使用Python语言及常用框架（Flask、Sanic、FastAPI等）完成项目开发与维护；
2. 负责Mysql、MongoDB、PostgreSQL、Redis等数据库的设计、优化与日常操作；
3. 在Linux环境下进行项目部署、运维及日常管理，熟练使用常用命令支持系统运行；
4. 独立搭建项目CI/CD流程，使用Docker构建和部署镜像实现自动化上线；
5. 与前端团队协作完成系统功能开发，确保接口高效稳定对接。",本科|3-5年|人工智能|产业互联网平台,Python|MySQL|PostgreSQL|Redis|MongoDB|Linux|Docker|Flask|FastAPI,Python|MySQL|PostgreSQL|Redis|MongoDB|Linux|Docker|Flask|FastAPI,Python|MySQL|PostgreSQL|Redis|MongoDB|Linux|Docker|Flask|FastAPI,Python=>编程语言 || MySQL=>数据库 || PostgreSQL=>数据库 || Redis=>数据库 || MongoDB=>数据库 || Linux=>操作系统 || Docker=>容器技术 || Flask=>Web框架 || FastAPI=>Web框架,"Python=>1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、 || MySQL=>Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作 || PostgreSQL=>框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目 || Redis=>nic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目上线与维护； || MongoDB=>语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运 || Linux=>掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术；
3. 熟悉Linux操作系统，具备基本运维能力，能独立完成项目上线与维护；
4. 具备CI/CD实施能力，能使 || Docker=>作系统，具备基本运维能力，能独立完成项目上线与维护；
4. 具备CI/CD实施能力，能使用Docker完成项目容器化部署；
5. 具备良好的沟通协作能力，情绪稳定，能与前端团队高效配合。 || Flask=>1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreS || FastAPI=>1. 熟悉Python语言及主流Web框架（Flask、Sanic、FastAPI等）；
2. 掌握Mysql、MongoDB、PostgreSQL、Redis等数据库技术",requirement_text,
5,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40893806503,http://jobs.zhaopin.com/CC453635220J40893806503.htm,2026-06-29T09:03:26,f93b8640d9f31018,f0c38a3192486ca2,Python开发工程师-语言不限（双休六险一金，导师带教）,科锐尔人力资源服务(苏州)有限公司,杭州,滨江,1.5-3万·14薪,15000,30000,14,本科,本科,1年以下,1年以下,,1,上限,全职,人力资源,1000-9999人,上市公司,2026-05-12,2026-05-12 10:02:26,,,not_provided,计算机,计算机类,计算机类=>工学,要求,计算机类=>1.计算机、软件、通信等相关专业本科及以上学历专业优秀者可放宽,description,仅依据岗位正文中的专业要求语境抽取,"OD岗位，全国10大研究所均可推荐，base地：上海、深圳、东莞、杭州、苏州、南京等。
【岗位职责】
1.负责产品/平台的软件需求分析、架构开发、代码开发、单元测试、集成测试等工作，并承担测试环境搭建和维护等产品生命周期中的各个环节。
2.创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等。
3.参与代码检视、问题定位、性能调优，并负责效率及工程能力提升工具的开发，持续优化产品性能。
【福利待遇】
1.薪资14-16薪
2.入职全额六险一金，双休，双倍加班费，带薪年假
3.上下班有班车，园区有饭堂、免费夜宵和健身房
4.资深导师带教
5.节假日福利礼包
【岗位要求】
1.计算机、软件、通信等相关专业本科及以上学历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践
4.对数据结构、算法有一定了解。","OD岗位，全国10大研究所均可推荐，base地：上海、深圳、东莞、杭州、苏州、南京等。
【岗位职责】
1.负责产品/平台的软件需求分析、架构开发、代码开发、单元测试、集成测试等工作，并承担测试环境搭建和维护等产品生命周期中的各个环节。
2.创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等。
3.参与代码检视、问题定位、性能调优，并负责效率及工程能力提升工具的开发，持续优化产品性能。
【福利待遇】
1.薪资14-16薪
2.入职全额六险一金，双休，双倍加班费，带薪年假
3.上下班有班车，园区有饭堂、免费夜宵和健身房
4.资深导师带教
5.节假日福利礼包
【岗位要求】
1.计算机、软件、通信等相关专业本科及以上学历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践
4.对数据结构、算法有一定了解。",,"OD岗位，全国10大研究所均可推荐，base地：上海、深圳、东莞、杭州、苏州、南京等。
【岗位职责】
1.负责产品/平台的软件需求分析、架构开发、代码开发、单元测试、集成测试等工作，并承担测试环境搭建和维护等产品生命周期中的各个环节。
2.创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等。
3.参与代码检视、问题定位、性能调优，并负责效率及工程能力提升工具的开发，持续优化产品性能。
【福利待遇】
1.薪资14-16薪
2.入职全额六险一金，双休，双倍加班费，带薪年假
3.上下班有班车，园区有饭堂、免费夜宵和健身房
4.资深导师带教
5.节假日福利礼包
【岗位要求】
1.计算机、软件、通信等相关专业本科及以上学历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践
4.对数据结构、算法有一定了解。",Java|C++|C|MySQL|本科|软件/IT服务|六险一金|导师带教|14-16薪|双倍加班费|带薪年假|上下班有班车|健身房|节假日福利礼包|大牛带队|年终奖|加班补助|带薪假期|免费班车|免费健身|节日慰问,Python|Java|C++,,Python|Java|C++,Python=>编程语言 || Java=>编程语言 || C++=>编程语言,"Python=>相关专业本科及以上学历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能力、善于沟通， || Java=>件、通信等相关专业本科及以上学历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能 || C++=>历专业优秀者可放宽
2.热爱编程，基础扎实，熟悉掌握 测试/Java/python/JS/C++编程语言，有良好的编程习惯
3.具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷",job_description,
6,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,Python开发工程师,杭州,653,40821453616,http://jobs.zhaopin.com/CC000544460J40821453616.htm,2026-06-29T09:03:26,853dd1c125c3b69b,41c6a8dbda4dca09,python开发工程师,软通动力信息技术(集团)股份有限公司,杭州,滨江,1-1.2万,10000,12000,12,本科,本科,3-5年,3-5年,3,5,区间,全职,软件/IT服务,10000人以上,上市公司,2026-06-03,2026-06-03 13:59:06,,,not_provided,,,,未说明,,not_specified,岗位正文未识别到明确专业要求,"岗位职责：
1、负责自动化脚本开发与维护工作；
2、负责测试分析与执行工作；
3、负责测试环境的搭建与维护工作；
技能要求：
1）熟悉掌握python编程语言，理解面向对象编程，代码编程能力强者优先；
2）熟悉linux操作系统，及具备基础操作及应用能力；
3）了解网络通信原理，熟悉基本的网络通信协议TCP/UDP/CAN；","岗位职责：
1、负责自动化脚本开发与维护工作；
2、负责测试分析与执行工作；
3、负责测试环境的搭建与维护工作；
技能要求：
1）熟悉掌握python编程语言，理解面向对象编程，代码编程能力强者优先；
2）熟悉linux操作系统，及具备基础操作及应用能力；
3）了解网络通信原理，熟悉基本的网络通信协议TCP/UDP/CAN；",,"1、负责自动化脚本开发与维护工作；
2、负责测试分析与执行工作；
3、负责测试环境的搭建与维护工作；
技能要求：
1）熟悉掌握python编程语言，理解面向对象编程，代码编程能力强者优先；
2）熟悉linux操作系统，及具备基础操作及应用能力；
3）了解网络通信原理，熟悉基本的网络通信协议TCP/UDP/CAN；",Python|本科|3-5年,Python|Linux,,Python|Linux,Python=>编程语言 || Linux=>操作系统,"Python=>2、负责测试分析与执行工作；
3、负责测试环境的搭建与维护工作；
技能要求：
1）熟悉掌握python编程语言，理解面向对象编程，代码编程能力强者优先；
2）熟悉linux操作系统，及具备基础 || Linux=>求：
1）熟悉掌握python编程语言，理解面向对象编程，代码编程能力强者优先；
2）熟悉linux操作系统，及具备基础操作及应用能力；
3）了解网络通信原理，熟悉基本的网络通信协议TCP/",job_description,
