序号,数据源,爬虫版本,技能词典版本,专业词典版本,搜索岗位,搜索城市,搜索城市编码,来源岗位ID,来源链接,采集时间,来源岗位指纹,内容指纹,岗位名称,公司名称,实际城市,区县,薪资原文,最低月薪,最高月薪,年薪月数,学历要求,学历原文,经验要求,经验原文,最低经验年限,最高经验年限,经验要求类型,岗位类型,行业,公司规模,公司性质,发布日期,发布日期原文,经度,纬度,API隐藏专业标签核验状态,正文专业候选原文,正文确认标准专业,专业类别,专业要求级别,专业证据,专业判定来源,专业判定说明,岗位描述原文,岗位描述清洗文本,任职要求文本,岗位职责文本,官网岗位标签,描述技能候选,任职要求技能候选,确认技能候选,技能类别,技能证据,技能提取范围,数据质量标记
1,zhaopin,2026-06-25.1,2026-06-18.1;2026-06-22.1+sha256:b9b87316,2026-06-18.1;2026-06-22.1+sha256:4b6deb61,数据仓库工程师,北京,530,40890484503,http://jobs.zhaopin.com/CC147283200J40890484503.htm,2026-06-29T09:02:15,2d1d4b073e019e52,ee9e7f77dcf6c492,数据仓库（数据治理类）(J10968),北京亿信华辰软件有限责任公司,北京,朝阳,1.5-2万,15000,20000,12,本科,本科,5-10年,5-10年,5,10,区间,全职,软件/IT服务,500-999人,民营,2026-04-23,2026-04-23 11:18:15,,,not_provided,,,,未说明,,not_specified,岗位正文未识别到明确专业要求,岗位职责: 1、学习并熟练使用本公司产品，并基于产品，执行相关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、元数据、数据质量，数据资产等技术领域的项目交付工作，过程中提炼数据分析、数据治理、主数据相关解决方案或实施方案； 3、参与或负责大型数据治理、主数据管理、数据仓库等项目实施，深入挖掘客户需求，深入治理流程及数据实施方案设计工作，带领实施项目组完成项目交付； 4、与团队共同完善能源、制造业、大型央国企等行业数据治理实施方法论。 任职要求: 1、能够接受出差工作； 2、本科及以上学历，具备5年以上数据仓库、数据治理、主数据管理项目工作经验，具备工业制造、能源、电力环保等政府和企业数据治理或主数据管理项目经验； 3、熟悉数据治理及主数据领域知识和管理技能，包括但不限于：数据治理体系、主数据管理、元数据管理、数据质量管理、数据标准管理、数据生命周期管理、数据安全管理、数据资产等； 4、熟悉基于Hadoop、Hive等分布式大数据技术，熟悉企业数字化转型建设思路与路径； 5、良好的学习和研究能力，良好的沟通交流能力，能清晰与客户中高层交流汇报； 6、良好的团队合作精神，具备高效协同工作能力,岗位职责: 1、学习并熟练使用本公司产品，并基于产品，执行相关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、元数据、数据质量，数据资产等技术领域的项目交付工作，过程中提炼数据分析、数据治理、主数据相关解决方案或实施方案； 3、参与或负责大型数据治理、主数据管理、数据仓库等项目实施，深入挖掘客户需求，深入治理流程及数据实施方案设计工作，带领实施项目组完成项目交付； 4、与团队共同完善能源、制造业、大型央国企等行业数据治理实施方法论。 任职要求: 1、能够接受出差工作； 2、本科及以上学历，具备5年以上数据仓库、数据治理、主数据管理项目工作经验，具备工业制造、能源、电力环保等政府和企业数据治理或主数据管理项目经验； 3、熟悉数据治理及主数据领域知识和管理技能，包括但不限于：数据治理体系、主数据管理、元数据管理、数据质量管理、数据标准管理、数据生命周期管理、数据安全管理、数据资产等； 4、熟悉基于Hadoop、Hive等分布式大数据技术，熟悉企业数字化转型建设思路与路径； 5、良好的学习和研究能力，良好的沟通交流能力，能清晰与客户中高层交流汇报； 6、良好的团队合作精神，具备高效协同工作能力,,1、学习并熟练使用本公司产品，并基于产品，执行相关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、元数据、数据质量，数据资产等技术领域的项目交付工作，过程中提炼数据分析、数据治理、主数据相关解决方案或实施方案； 3、参与或负责大型数据治理、主数据管理、数据仓库等项目实施，深入挖掘客户需求，深入治理流程及数据实施方案设计工作，带领实施项目组完成项目交付； 4、与团队共同完善能源、制造业、大型央国企等行业数据治理实施方法论。 任职要求: 1、能够接受出差工作； 2、本科及以上学历，具备5年以上数据仓库、数据治理、主数据管理项目工作经验，具备工业制造、能源、电力环保等政府和企业数据治理或主数据管理项目经验； 3、熟悉数据治理及主数据领域知识和管理技能，包括但不限于：数据治理体系、主数据管理、元数据管理、数据质量管理、数据标准管理、数据生命周期管理、数据安全管理、数据资产等； 4、熟悉基于Hadoop、Hive等分布式大数据技术，熟悉企业数字化转型建设思路与路径； 5、良好的学习和研究能力，良好的沟通交流能力，能清晰与客户中高层交流汇报； 6、良好的团队合作精神，具备高效协同工作能力,MySQL|SQL|后台产品|TO B|本科|5-10年,数据仓库|Hadoop|Hive|数据治理|数据建模,,数据仓库|Hadoop|Hive|数据治理|数据建模,数据仓库=>数据工程 || Hadoop=>大数据框架 || Hive=>大数据框架 || 数据治理=>数据工程 || 数据建模=>数据工程,数据仓库=>熟练使用本公司产品，并基于产品，执行相关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、元数据、数据质量，数据资产等技术领域的项目交付工作 || Hadoop=>理、数据质量管理、数据标准管理、数据生命周期管理、数据安全管理、数据资产等； 4、熟悉基于Hadoop、Hive等分布式大数据技术，熟悉企业数字化转型建设思路与路径； 5、良好的学习和研究能力 || Hive=>理、数据标准管理、数据生命周期管理、数据安全管理、数据资产等； 4、熟悉基于Hadoop、Hive等分布式大数据技术，熟悉企业数字化转型建设思路与路径； 5、良好的学习和研究能力，良好的沟 || 数据治理=>岗位职责: 1、学习并熟练使用本公司产品，并基于产品，执行相关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、 || 数据建模=>关数据治理信息化项目的交付工作； 2、参与或负责涉及数据仓库、BI、主数据管理、数据标准、数据模型、元数据、数据质量，数据资产等技术领域的项目交付工作，过程中提炼数据分析、数据治理、主数据,job_description,
